Player,Pos,Overall,Instincts,FirstStep,Speed,Hands,Release,ArmStrength,ArmAccuracy,Votes,Agreement,tangoid,Season,Team,PositionSpec,Age,GP,FGName,playerid,FGTeam
"Ross, David",NA,46,46,32,21,56,58,68,50,9,0.69,NA,2004,LAN,NA,27,50,David Ross,1551,Dodgers
"Soriano, Alfonso",NA,54,63,82,84,17,31,55,32,8,0.67,NA,2004,TEX,NA,26,139,Alfonso Soriano,847,Rangers
C Gomez,NA,48,50,45,44,51,49,43,53,29,0.77,NA,2005,BAL,NA,NA,NA,Chris Gomez,1208,Orioles
"Bard, Josh",C,33,42,31,22,46,32,17,29,14,0.75,6987,2007,SDN,NA,NA,NA,Josh Bard,1578,Padres
A Cintron,NA,41,37,48,54,32,31,49,34,26,0.59,NA,2005,ARI,NA,NA,NA,Alex Cintron,50,Diamondbacks
"Jimenez, D'Angelo",2B,NA,16,34,50,29,14,46,43,10,0.82,NA,2003,NA,NA,NA,200,D'Angelo Jimenez,1038,- - -
"Hessman, Mike",NA,23,6,19,24,26,19,42,39,5,0.88,NA,2004,ATL,NA,26,15,Mike Hessman,1808,Braves
"Mayne, Brent",C,NA,48,34,26,46,48,38,46,5,0.53,NA,2003,NA,NA,NA,198,Brent Mayne,614,Royals
"Ross, David",C,46,46,36,29,38,56,69,69,22,0.57,6956,2008,CIN,54,NA,NA,David Ross,1551,- - -
"Valentin, Javier",C,25,22,23,23,30,20,30,31,10,0.7,5915,2007,CIN,NA,NA,NA,Javier Valentin,759,Reds
"Treanor, Matt",C,41,43,33,25,51,50,47,40,18,0.6,7344,2008,FLO,45,NA,NA,Matt Treanor,2265,Marlins
G Atkins,NA,38,31,43,34,30,25,68,39,4,0.73,NA,2005,COL,NA,NA,NA,Garrett Atkins,1790,Rockies
D DeJesus,NA,62,74,64,61,71,53,41,55,9,0.87,NA,2005,KCA,NA,NA,NA,David DeJesus,1825,Royals
"Jacobs, Mike",1B,34,33,24,29,31,41,46,51,6,0.6,7623,2006,FLO,NA,NA,NA,Mike Jacobs,2231,Marlins
"Harris, Willie",LF,71,72,83,83,71,67,43,62,19,0.81,6798,2008,WAS,76,NA,NA,Willie Harris,236,Nationals
"Hawpe, Brad",RF,56,41,46,47,47,61,94,86,15,0.73,7322,2006,COL,NA,NA,NA,Brad Hawpe,1885,Rockies
"Kotsay, Mark",CF,82,92,83,67,85,87,67,84,55,0.77,5846,2006,OAK,NA,NA,NA,Mark Kotsay,1042,Athletics
"Votto, Joey",1B,47,54,54,51,44,32,48,37,44,0.72,7946,2008,CIN,48,NA,NA,Joey Votto,4314,Reds
"Wright, David",3B,56,68,60,56,54,42,63,36,35,0.61,7382,2006,NYN,NA,NA,NA,David Wright,3787,Mets
"Pujols, Albert",1B,71,86,67,43,84,79,56,73,72,0.72,6619,2007,SLN,NA,NA,NA,Albert Pujols,1177,Cardinals
"Crawford, Carl",LF,71,70,90,91,61,61,47,59,13,0.74,6870,2006,TBA,NA,NA,NA,Carl Crawford,1201,Devil Rays
"Gload, Ross",1B,45,49,41,33,64,50,27,40,25,0.74,6560,2008,KCA,48,NA,NA,Ross Gload,1538,Royals
"Ramirez, Manny",LF,32,19,20,29,30,45,42,64,146,0.54,5132,2008,LAN,28,NA,NA,Manny Ramirez,210,- - -
J Castillo,NA,64,65,69,57,53,65,78,69,14,0.68,NA,2005,PIT,NA,NA,NA,Jose Castillo,1866,Pirates
"Ramirez, Alexei",2B,71,69,75,79,61,64,82,68,38,0.68,8169,2008,CHA,70,NA,NA,Alexei Ramirez,5133,White Sox
"Paulino, Ronny",C,27,20,18,22,18,35,61,39,10,0.57,7089,2007,PIT,NA,NA,NA,Ronny Paulino,2129,Pirates
"Wilkerson, Brad",1B,40,34,40,45,45,34,39,48,10,0.77,6631,2007,TEX,NA,NA,NA,Brad Wilkerson,804,Rangers
"Hollins, Damon",RF,50,43,64,61,50,46,41,29,6,0.71,5987,2006,TBA,NA,NA,NA,Damon Hollins,1919,Devil Rays
"Perez, Antonio",3B,35,25,44,62,15,28,43,29,15,0.73,7105,2006,OAK,NA,NA,NA,Antonio Perez,1708,Athletics
"Griffey Jr., Ken",RF,44,60,21,19,57,60,46,57,40,0.66,4305,2008,CIN,37,NA,NA,Ken Griffey Jr.,327,- - -
"Clayton, Royce",SS,33,28,27,38,34,42,32,41,37,0.7,4800,2006,WAS,NA,NA,NA,Royce Clayton,226,- - -
"Guillen, Jose",RF,41,31,21,26,35,54,90,64,27,0.73,5753,2008,KCA,35,NA,NA,Jose Guillen,57,Royals
"Utley, Chase",NA,51,63,57,55,42,41,50,42,11,0.77,NA,2004,PHI,NA,26,58,Chase Utley,1679,Phillies
"Theriot, Ryan",SS,52,53,58,63,51,53,26,48,57,0.65,7670,2008,CHN,52,NA,NA,Ryan Theriot,3811,Cubs
"Bixler, Brian",SS,38,30,48,59,21,37,41,30,6,0.68,8214,2008,PIT,39,NA,NA,Brian Bixler,8055,Pirates
"Norton, Greg",RF,40,34,32,43,45,56,32,39,2,0.85,5687,2006,TBA,NA,NA,NA,Greg Norton,1388,Devil Rays
"Rodriguez, Sean",2B,64,70,67,64,59,62,56,61,9,0.81,8224,2008,ANA,64,NA,NA,Sean Rodriguez,6589,Angels
"Lee, Carlos",LF,24,27,10,16,22,32,40,43,18,0.71,6161,2008,HOU,20,NA,NA,Carlos Lee,243,Astros
W Helms,NA,30,21,20,23,26,28,71,40,24,0.64,NA,2005,MIL,NA,NA,NA,Wes Helms,94,Brewers
"Church, Ryan",NA,43,30,36,39,51,41,55,69,2,0.82,NA,2004,MON,NA,26,14,Ryan Church,2106,Expos
"Wells, Vernon",CF,80,85,86,75,85,75,68,74,59,0.81,6327,2006,TOR,NA,NA,NA,Vernon Wells,1326,Blue Jays
R Hidalgo,NA,58,57,52,47,44,61,88,81,15,0.62,NA,2005,TEX,NA,NA,NA,Richard Hidalgo,561,Rangers
P Wilson,NA,30,17,27,55,14,32,41,33,21,0.73,NA,2005,MON,NA,NA,NA,Preston Wilson,545,- - -
"Cameron, Mike",CF,75,71,90,83,68,73,69,56,16,0.81,5492,2006,SDN,NA,NA,NA,Mike Cameron,1070,Padres
J Gomes,NA,52,51,63,54,48,45,56,39,6,0.78,NA,2005,TBA,NA,NA,NA,Jonny Gomes,1845,Devil Rays
"Dunn, Adam",LF,21,11,11,36,9,23,40,35,24,0.59,6763,2007,CIN,NA,NA,NA,Adam Dunn,319,Reds
M Lowell,NA,65,71,48,33,79,76,78,87,5,0.59,NA,2005,FLO,NA,NA,NA,Mike Lowell,527,Marlins
V Wilson,NA,40,46,27,20,52,49,45,48,16,0.8,NA,2005,DET,NA,NA,NA,Vance Wilson,903,Tigers
"Amezaga, Alfredo",SS,NA,65,79,73,71,75,66,71,7,0.7,NA,2003,NA,NA,NA,23,Alfredo Amezaga,1,Angels
"Zaun, Gregg",C,36,52,38,33,51,27,12,14,80,0.65,5427,2007,TOR,NA,NA,NA,Gregg Zaun,580,Blue Jays
"Kent, Jeff",NA,38,36,34,31,31,44,47,52,20,0.74,NA,2004,HOU,NA,36,132,Jeff Kent,1119,Astros
"Schneider, Brian",C,60,69,43,30,73,77,69,77,30,0.74,6480,2007,WAS,NA,NA,NA,Brian Schneider,795,Nationals
"Beltran, Carlos",NA,81,85,88,87,81,79,62,73,38,0.77,NA,2004,HOU,NA,27,86,Carlos Beltran,589,- - -
"Hawpe, Brad",RF,57,48,45,53,41,72,93,83,17,0.77,7322,2007,COL,NA,NA,NA,Brad Hawpe,1885,Rockies
"Inge, Brandon",3B,78,84,83,68,72,76,91,62,57,0.75,6681,2007,DET,NA,NA,NA,Brandon Inge,470,Tigers
"Murphy, Donnie",3B,50,39,53,54,40,56,68,53,11,0.72,7459,2008,OAK,54,NA,NA,Donnie Murphy,4704,Athletics
"Kotsay, Mark",CF,66,68,63,58,71,66,63,78,19,0.75,5846,2008,ATL,64,NA,NA,Mark Kotsay,1042,- - -
"Chavez, Eric",3B,74,86,72,61,87,90,41,75,10,0.49,6114,2008,OAK,70,NA,NA,Eric Chavez,906,Athletics
"Crawford, Carl",LF,69,65,83,91,65,60,42,56,32,0.76,6870,2007,TBA,NA,NA,NA,Carl Crawford,1201,Devil Rays
"Hairston, Jerry",2B,49,41,61,70,42,43,31,40,26,0.58,6127,2006,TEX,NA,NA,NA,Jerry Hairston,144,- - -
"Castillo, Luis",NA,84,82,85,88,86,88,68,84,5,0.79,NA,2004,FLO,NA,29,142,Luis Castillo,513,Marlins
D Miller,NA,43,46,32,20,58,55,50,50,23,0.77,NA,2005,MIL,NA,NA,NA,Damian Miller,65,Brewers
"Burroughs, Sean",NA,58,59,55,50,67,60,57,56,7,0.76,NA,2004,SDN,NA,24,118,Sean Burroughs,1021,Padres
"Blake, Casey",3B,51,55,47,48,45,54,61,52,31,0.68,6310,2007,CLE,NA,NA,NA,Casey Blake,719,Indians
"Barajas, Rod",C,25,19,18,20,23,27,41,42,19,0.56,6368,2007,PHI,NA,NA,NA,Rod Barajas,45,Phillies
"Larson, Brandon",NA,11,7,17,22,0,6,26,0,7,0.68,NA,2004,CIN,NA,28,30,Brandon Larson,336,Reds
"Mench, Kevin",RF,27,18,26,36,26,25,37,30,21,0.79,6900,2006,TEX,NA,NA,NA,Kevin Mench,1261,- - -
S Alomar Jr.,NA,33,43,16,14,43,43,32,49,12,0.72,NA,2005,TEX,NA,NA,NA,Sandy Alomar Jr.,221,Rangers
"Taguchi, So",NA,66,64,78,73,64,66,52,57,9,0.64,NA,2004,SLN,NA,35,49,So Taguchi,1186,Cardinals
C Utley,NA,58,64,70,66,54,53,38,47,12,0.8,NA,2005,PHI,NA,NA,NA,Chase Utley,1679,Phillies
"Buck, Travis",RF,49,30,63,69,51,39,44,37,10,0.69,7922,2008,OAK,54,NA,NA,Travis Buck,4646,Athletics
"Bako, Paul",NA,36,31,15,17,55,51,45,51,24,0.72,NA,2004,CHN,NA,32,42,Paul Bako,676,Cubs
"Bowen, Rob",C,39,40,38,39,33,37,49,36,7,0.71,7215,2008,OAK,39,NA,NA,Rob Bowen,1817,Athletics
"Franco, Julio",1B,40,46,39,37,36,49,31,35,7,0.7,3001,2006,NYN,NA,NA,NA,Julio Franco,87,Mets
R Church,NA,55,55,66,65,51,42,45,44,18,0.81,NA,2005,MON,NA,NA,NA,Ryan Church,2106,Nationals
"Bonds, Barry",LF,NA,76,64,55,58,75,14,48,22,0.56,NA,2003,NA,NA,NA,261,Barry Bonds,1109,Giants
"Karros, Eric",NA,25,30,24,14,28,27,20,30,6,0.6,NA,2004,OAK,NA,37,16,Eric Karros,659,Athletics
"Gomez, Chris",3B,59,63,55,47,68,65,49,73,27,0.78,5091,2007,BAL,NA,NA,NA,Chris Gomez,1208,- - -
"Daubach, Brian",1B,NA,46,32,24,46,35,41,49,22,0.63,NA,2003,NA,NA,NA,81,Brian Daubach,186,White Sox
B Jordan,NA,40,47,41,38,40,45,21,43,7,0.33,NA,2005,ATL,NA,NA,NA,Brian Jordan,658,Braves
"Edmonds, Jim",CF,79,81,80,61,89,82,70,85,40,0.8,5151,2006,SLN,NA,NA,NA,Jim Edmonds,1153,Cardinals
"Matos, Luis",LF,51,38,60,71,50,46,41,44,6,0.64,6503,2006,BAL,NA,NA,NA,Luis Matos,152,- - -
"Chavez, Endy",RF,85,86,92,86,82,83,73,83,40,0.77,6733,2008,NYN,86,NA,NA,Endy Chavez,768,Mets
"Alomar Jr., Sandy",C,NA,28,19,12,46,39,30,43,10,0.72,NA,2003,NA,NA,NA,132,Sandy Alomar Jr.,221,White Sox
"Sledge, Terrmel",LF,34,23,42,61,21,26,28,31,4,0.52,7188,2006,SDN,NA,NA,NA,Terrmel Sledge,1878,Padres
"Punto, Nick",NA,57,53,61,73,51,57,48,53,9,0.75,NA,2004,MIN,NA,27,23,Nick Punto,1429,Twins
"Kotchman, Casey",NA,53,52,56,40,64,59,53,48,10,0.69,NA,2004,ANA,NA,21,30,Casey Kotchman,1930,Angels
"Hummel, Tim",NA,45,30,55,55,44,48,42,39,4,0.67,NA,2004,CIN,NA,26,27,Tim Hummel,238,Reds
"Feliz, Pedro",3B,68,74,59,46,75,72,77,84,19,0.78,6578,2008,PHI,72,NA,NA,Pedro Feliz,1112,Phillies
"Valdez, Wilson",SS,53,51,59,60,50,53,41,48,12,0.59,7421,2007,LAN,NA,NA,NA,Wilson Valdez,1863,Dodgers
"Scott, Luke",LF,44,40,41,44,48,46,44,47,57,0.77,7521,2008,BAL,43,NA,NA,Luke Scott,3469,Orioles
"Loney, James",1B,62,70,54,42,76,68,66,56,42,0.63,7725,2008,LAN,65,NA,NA,James Loney,4556,Dodgers
"Helms, Wes",3B,20,12,20,25,11,14,39,31,27,0.72,6080,2007,PHI,NA,NA,NA,Wes Helms,94,Phillies
R Adams,NA,46,54,59,66,30,34,34,20,61,0.71,NA,2005,TOR,NA,NA,NA,Russ Adams,4519,Blue Jays
"Perez, Tomas",NA,54,56,55,52,61,45,55,51,7,0.75,NA,2004,PHI,NA,31,39,Tomas Perez,965,Phillies
J Macias,NA,25,21,33,44,18,19,12,20,13,0.69,NA,2005,CHN,NA,NA,NA,Jose Macias,476,Cubs
"Baldelli, Rocco",CF,63,62,70,73,63,56,61,48,14,0.72,7025,2007,TBA,NA,NA,NA,Rocco Baldelli,1656,Devil Rays
M Grissom,NA,35,39,37,40,30,37,35,21,8,0.5,NA,2005,SFN,NA,NA,NA,Marquis Grissom,652,Giants
C Burke,NA,57,63,76,75,48,43,28,46,14,0.65,NA,2005,HOU,NA,NA,NA,Chris Burke,2164,Astros
"Phillips, Jason",C,12,13,10,15,21,6,9,3,42,0.72,6721,2007,TOR,NA,NA,NA,Jason Phillips,892,Blue Jays
"Utley, Chase",2B,68,72,73,72,62,68,58,62,29,0.73,7072,2006,PHI,NA,NA,NA,Chase Utley,1679,Phillies
"Fontenot, Mike",2B,48,46,52,58,41,49,36,49,40,0.75,7427,2008,CHN,48,NA,NA,Mike Fontenot,3912,Cubs
"Stewart, Shannon",LF,30,28,37,48,33,24,0,27,21,0.62,5509,2008,TOR,36,NA,NA,Shannon Stewart,1322,Blue Jays
L Niekro,NA,36,34,38,39,39,29,41,27,9,0.67,NA,2005,SFN,NA,NA,NA,Lance Niekro,1832,Giants
"Cabrera, Orlando",SS,NA,78,80,77,73,77,61,71,9,0.75,NA,2003,NA,NA,NA,318,Orlando Cabrera,766,Expos
A Ramirez,NA,37,49,38,24,35,22,67,16,26,0.68,NA,2005,CHN,NA,NA,NA,Aramis Ramirez,1002,Cubs
"Crosby, Bubba",CF,55,47,65,72,59,47,40,44,21,0.76,7146,2006,NYA,NA,NA,NA,Bubba Crosby,1722,Yankees
"Edmonds, Jim",CF,77,87,75,55,86,82,66,86,60,0.75,5151,2007,SLN,NA,NA,NA,Jim Edmonds,1153,Cardinals
"Taveras, Willy",CF,57,46,70,86,46,45,47,52,14,0.72,7269,2007,COL,NA,NA,NA,Willy Taveras,1876,Rockies
"Biggio, Craig",2B,33,37,25,40,33,42,16,43,17,0.63,4217,2007,HOU,NA,NA,NA,Craig Biggio,549,Astros
"Marrero, Eli",1B,34,38,48,40,12,23,36,33,5,0.42,5897,2006,COL,NA,NA,NA,Eli Marrero,1166,- - -
"Erstad, Darin",CF,70,75,69,62,75,74,57,74,15,0.75,5634,2008,HOU,68,NA,NA,Darin Erstad,11,Astros
N Punto,NA,58,51,71,69,51,55,47,56,16,0.75,NA,2005,MIN,NA,NA,NA,Nick Punto,1429,Twins
"Chavez, Eric",3B,NA,92,87,65,90,86,80,74,28,0.82,NA,2003,NA,NA,NA,327,Eric Chavez,906,Athletics
"Valentin, Javier",NA,43,48,34,37,42,46,50,49,5,0.82,NA,2004,CIN,NA,29,50,Javier Valentin,759,Reds
"German, Esteban",NA,36,23,46,68,24,27,26,39,7,0.68,NA,2004,OAK,NA,26,16,Esteban German,1449,Athletics
"Blum, Geoff",2B,38,35,34,34,36,44,44,45,10,0.62,6307,2007,SDN,NA,NA,NA,Geoff Blum,550,Padres
"Coste, Chris",C,30,31,25,18,35,29,41,42,14,0.71,7770,2008,PHI,34,NA,NA,Chris Coste,7243,Phillies
"Anderson, Garret",NA,49,53,36,45,59,56,43,52,16,0.64,NA,2004,ANA,NA,32,88,Garret Anderson,2,Angels
"Cruz, Jacob",NA,36,34,29,41,46,35,33,34,5,0.57,NA,2004,CIN,NA,31,21,Jacob Cruz,463,Reds
J Giambi,NA,15,22,12,11,30,7,12,0,28,0.7,NA,2005,NYA,NA,NA,NA,Jason Giambi,818,Yankees
"White, Rondell",LF,32,32,37,44,36,24,13,27,23,0.67,5126,2006,MIN,NA,NA,NA,Rondell White,856,Twins
"Wilson, Jack",SS,78,80,77,60,87,79,77,86,8,0.83,6693,2008,PIT,78,NA,NA,Jack Wilson,1017,Pirates
"Miller, Damian",C,51,61,37,23,65,61,56,64,15,0.7,5878,2007,MIL,NA,NA,NA,Damian Miller,65,Brewers
"Weeks, Rickie",2B,39,36,63,76,9,3,57,5,26,0.71,7213,2008,MIL,36,NA,NA,Rickie Weeks,1849,Brewers
"Roberts, Dave",NA,65,68,85,86,55,59,33,46,56,0.74,NA,2004,LAN,NA,32,57,Dave Roberts,670,- - -
"Byrnes, Eric",NA,44,23,53,86,43,31,43,31,35,0.6,NA,2004,OAK,NA,28,138,Eric Byrnes,905,Athletics
"Quentin, Carlos",LF,49,44,46,52,35,52,69,55,35,0.68,7485,2008,CHA,47,NA,NA,Carlos Quentin,6274,White Sox
"Soriano, Alfonso",LF,57,37,60,84,41,50,71,71,27,0.56,6154,2006,WAS,NA,NA,NA,Alfonso Soriano,847,Nationals
"Santiago, Ramon",NA,65,43,68,66,75,80,52,75,5,0.64,NA,2004,SEA,NA,25,12,Ramon Santiago,1417,Mariners
"Castillo, Luis",2B,66,70,64,66,70,70,53,65,41,0.67,5676,2006,MIN,NA,NA,NA,Luis Castillo,513,Twins
"Utley, Chase",2B,70,77,74,68,69,74,55,66,34,0.82,7072,2007,PHI,NA,NA,NA,Chase Utley,1679,Phillies
"Cruz, Deivi",NA,39,36,26,29,47,47,47,53,25,0.68,NA,2004,SFN,NA,32,89,Deivi Cruz,1025,Giants
"Beltre, Adrian",3B,NA,75,72,68,73,65,90,50,9,0.62,NA,2003,NA,NA,NA,284,Adrian Beltre,639,Dodgers
"Cruz, Jose",NA,62,53,61,68,51,64,79,69,7,0.81,NA,2004,TBA,NA,30,146,Jose Cruz,1296,Devil Rays
"Vizcaino, Jose",NA,49,46,49,50,50,51,40,53,16,0.76,NA,2004,HOU,NA,36,82,Jose Vizcaino,577,Astros
L Matos,NA,62,59,73,79,68,49,43,46,52,0.73,NA,2005,BAL,NA,NA,NA,Luis Matos,152,Orioles
C Thomas,NA,58,51,76,82,51,48,37,41,14,0.76,NA,2005,OAK,NA,NA,NA,Charles Thomas,2962,Athletics
"Crosby, Bobby",SS,63,62,69,62,57,61,74,51,39,0.72,7223,2007,OAK,NA,NA,NA,Bobby Crosby,1818,Athletics
"Lind, Adam",LF,38,31,39,45,40,35,38,35,63,0.79,7859,2007,TOR,NA,NA,NA,Adam Lind,8027,Blue Jays
M Murton,NA,57,60,68,70,46,51,45,47,11,0.86,NA,2005,CHN,NA,NA,NA,Matt Murton,6307,Cubs
"Leon, Jose",NA,38,34,40,41,28,41,44,39,11,0.65,NA,2004,BAL,NA,28,15,Jose Leon,149,Orioles
"Bynum, Freddie",SS,32,18,56,67,7,11,39,13,37,0.6,7641,2008,BAL,30,NA,NA,Freddie Bynum,2099,Orioles
E Perez,NA,35,29,29,28,43,41,41,39,3,0.54,NA,2005,TBA,NA,NA,NA,Eduardo Perez,1409,Devil Rays
"Cruz, Jose",LF,54,49,48,64,55,64,47,53,9,0.83,5786,2006,LAN,NA,NA,NA,Jose Cruz,1296,Dodgers
"DeRosa, Mark",2B,NA,44,48,54,38,43,51,47,16,0.8,NA,2003,NA,NA,NA,56,Mark DeRosa,1392,Braves
"Escobar, Yunel",SS,67,70,71,69,60,63,82,52,26,0.73,7938,2007,ATL,NA,NA,NA,Yunel Escobar,4191,Braves
"Counsell, Craig",3B,70,74,66,56,83,81,49,86,17,0.77,5547,2007,MIL,NA,NA,NA,Craig Counsell,52,Brewers
"Rivas, Luis",SS,41,35,45,53,37,37,34,45,6,0.57,6417,2008,PIT,40,NA,NA,Luis Rivas,753,Pirates
J Cirillo,NA,53,59,47,42,59,57,48,62,18,0.72,NA,2005,MIL,NA,NA,NA,Jeff Cirillo,1073,Brewers
"Graffanino, Tony",2B,53,50,47,46,63,59,45,65,17,0.81,5590,2007,MIL,NA,NA,NA,Tony Graffanino,235,Brewers
"Gonzalez, Alex",SS,80,85,78,64,90,88,70,85,126,0.81,6077,2006,BOS,NA,NA,NA,Alex Gonzalez,520,Red Sox
"Vizcaino, Jose",2B,37,32,31,41,43,41,33,40,19,0.7,4428,2006,SFN,NA,NA,NA,Jose Vizcaino,577,- - -
"Barajas, Rod",NA,41,30,24,28,60,57,53,48,6,0.52,NA,2004,TEX,NA,29,101,Rod Barajas,45,Rangers
"Nevin, Phil",1B,21,15,16,17,22,17,41,34,19,0.71,5420,2006,CHN,NA,NA,NA,Phil Nevin,1049,- - -
"Higginson, Bobby",NA,53,53,30,34,57,73,77,69,8,0.56,NA,2004,DET,NA,34,109,Bobby Higginson,469,Tigers
"Hinske, Eric",3B,NA,29,30,54,17,0,45,22,15,0.59,NA,2003,NA,NA,NA,261,Eric Hinske,1305,Blue Jays
"Graffanino, Tony",NA,43,47,42,37,41,45,38,48,7,0.79,NA,2004,KCA,NA,32,70,Tony Graffanino,235,Royals
"Paul, Josh",C,27,16,36,29,21,11,41,39,2,0.5,6354,2006,TBA,NA,NA,NA,Josh Paul,251,Devil Rays
D Cruz,NA,39,34,27,30,53,47,47,49,9,0.7,NA,2005,SFN,NA,NA,NA,Deivi Cruz,1025,- - -
C Pena,NA,61,68,59,47,74,66,50,53,23,0.77,NA,2005,DET,NA,NA,NA,Carlos Pena,934,Tigers
"Blake, Casey",NA,34,35,36,37,18,32,55,28,17,0.65,NA,2004,CLE,NA,31,151,Casey Blake,719,Indians
C Tracy,NA,39,43,41,43,41,27,41,29,29,0.59,NA,2005,ARI,NA,NA,NA,Chad Tracy,1888,Diamondbacks
C Barmes,NA,45,52,61,61,17,30,54,23,6,0.66,NA,2005,COL,NA,NA,NA,Clint Barmes,1830,Rockies
"Ramirez, Aramis",3B,64,76,56,33,68,69,82,72,29,0.71,6014,2007,CHN,NA,NA,NA,Aramis Ramirez,1002,Cubs
"Grudzielanek, Mark",2B,64,71,53,39,81,83,52,80,20,0.77,5359,2007,KCA,NA,NA,NA,Mark Grudzielanek,653,Royals
"Rivera, Mike",C,28,30,27,21,30,29,37,27,11,0.79,6820,2008,MIL,30,NA,NA,Mike Rivera,493,Brewers
D Easley,NA,39,43,39,43,36,41,41,17,2,0.21,NA,2005,FLO,NA,NA,NA,Damion Easley,464,Marlins
"Gwynn, Tony",CF,64,64,78,84,52,57,48,49,14,0.78,7814,2007,MIL,NA,NA,NA,Tony Gwynn,6141,Brewers
"Anderson, Garret",LF,39,36,29,31,54,51,27,51,12,0.45,5289,2006,ANA,NA,NA,NA,Garret Anderson,2,Angels
T Hollandsworth,NA,37,33,41,40,38,34,33,32,14,0.72,NA,2005,CHN,NA,NA,NA,Todd Hollandsworth,433,- - -
"Kendall, Jason",C,58,73,56,58,68,55,36,41,42,0.55,5562,2006,OAK,NA,NA,NA,Jason Kendall,993,Athletics
"Overbay, Lyle",1B,65,66,58,40,74,74,75,79,20,0.74,6639,2008,TOR,67,NA,NA,Lyle Overbay,1617,Blue Jays
"Terrero, Luis",CF,52,43,63,63,47,47,46,45,5,0.79,7177,2006,BAL,NA,NA,NA,Luis Terrero,1765,Orioles
"Sanchez, Rey",NA,70,78,57,50,91,92,42,74,6,0.77,NA,2004,TBA,NA,37,80,Rey Sanchez,213,Devil Rays
"Brito, Juan",NA,37,34,42,13,30,46,50,49,5,0.64,NA,2004,ARI,NA,25,51,Juan Brito,592,Diamondbacks
"Larkin, Barry",SS,NA,79,64,64,69,71,65,71,6,0.67,NA,2003,NA,NA,NA,186,Barry Larkin,335,Reds
"Duffy, Chris",CF,72,74,86,87,68,66,49,57,19,0.76,7524,2006,PIT,NA,NA,NA,Chris Duffy,3605,Pirates
"Lieberthal, Mike",C,42,49,33,37,45,43,45,51,12,0.7,5270,2007,LAN,NA,NA,NA,Mike Lieberthal,959,Dodgers
"Byrd, Marlon",CF,NA,58,70,79,53,58,45,48,11,0.79,NA,2003,NA,NA,NA,126,Marlon Byrd,950,Phillies
"Hart, Corey",RF,60,51,66,83,56,53,53,53,26,0.79,7336,2008,MIL,65,NA,NA,Corey Hart,1945,Brewers
"Rolen, Scott",NA,87,90,84,69,90,94,92,96,19,0.91,NA,2004,SLN,NA,29,136,Scott Rolen,970,Cardinals
"Harris, Brendan",NA,33,17,24,35,19,50,50,59,3,0.6,NA,2004,MON,NA,24,12,Brendan Harris,2178,- - -
"Diaz, Victor",RF,25,15,23,33,22,17,41,31,4,0.78,7452,2007,TEX,NA,NA,NA,Victor Diaz,3424,Rangers
"Reese, Pokey",2B,NA,90,80,67,83,71,43,71,6,0.82,NA,2003,NA,NA,NA,151,Pokey Reese,1004,Pirates
"Suzuki, Ichiro",RF,91,90,93,88,88,96,91,92,234,0.92,6615,2006,SEA,NA,NA,NA,Ichiro Suzuki,1101,Mariners
"Berroa, Angel",SS,NA,69,80,76,60,71,81,76,7,0.79,NA,2003,NA,NA,NA,182,Angel Berroa,591,Royals
"Lee, Carlos",LF,28,13,12,24,39,37,49,50,19,0.74,6161,2007,HOU,NA,NA,NA,Carlos Lee,243,Astros
"Castro, Juan",SS,53,55,42,40,67,64,46,66,51,0.49,5508,2006,MIN,NA,NA,NA,Juan Castro,315,- - -
"Mueller, Bill",NA,60,68,58,50,58,65,55,63,82,0.78,NA,2004,BOS,NA,33,105,Bill Mueller,295,Red Sox
"Gonzalez, Juan",NA,10,1,5,24,5,7,26,10,5,0.65,NA,2004,KCA,NA,35,26,Juan Gonzalez,1251,Royals
"Garciaparra, Nomar",1B,58,61,59,52,58,52,64,62,12,0.72,5706,2006,LAN,NA,NA,NA,Nomar Garciaparra,190,Dodgers
"Beltran, Carlos",CF,86,93,90,87,88,79,74,82,51,0.85,6132,2008,NYN,87,NA,NA,Carlos Beltran,589,Mets
"Sexson, Richie",1B,27,22,17,16,41,30,34,39,253,0.68,5931,2007,SEA,NA,NA,NA,Richie Sexson,709,Mariners
"Jeter, Derek",NA,61,56,50,70,58,62,73,71,49,0.52,NA,2004,NYA,NA,30,149,Derek Jeter,826,Yankees
"Borchard, Joe",RF,36,35,35,38,29,40,48,31,4,0.83,6849,2007,FLO,NA,NA,NA,Joe Borchard,224,Marlins
"Chavez, Endy",NA,61,50,69,89,60,50,45,61,6,0.44,NA,2004,MON,NA,26,120,Endy Chavez,768,Expos
"Martinez, Tino",1B,NA,66,48,28,78,71,43,61,7,0.73,NA,2003,NA,NA,NA,251,Tino Martinez,1168,Cardinals
"Biggio, Craig",NA,37,40,49,49,34,33,6,31,23,0.55,NA,2004,HOU,NA,39,136,Craig Biggio,549,Astros
"Crisp, Coco",CF,67,78,88,89,80,46,10,30,298,0.78,6983,2007,BOS,NA,NA,NA,Coco Crisp,1572,Red Sox
"Barajas, Rod",C,47,38,25,20,67,71,68,63,13,0.63,6368,2006,TEX,NA,NA,NA,Rod Barajas,45,Rangers
"Pierre, Juan",LF,44,35,68,88,40,25,0,15,37,0.61,6550,2008,LAN,58,NA,NA,Juan Pierre,443,Dodgers
"Johnson, Ben",LF,57,40,60,71,49,56,70,60,10,0.8,7587,2006,SDN,NA,NA,NA,Ben Johnson,2731,Padres
